Discipline,Event
Automobile Racing (non-medal only),"Reliability Contest, Delivery Cars, Gasoline Engine, Men  (discontinued)"
Automobile Racing (non-medal only),"Reliability Contest, Delivery Cars, Electrical Engine, Men  (discontinued)"
Automobile Racing (non-medal only),"Reliability Contest, Light Trucks, Men  (discontinued)"
Automobile Racing (non-medal only),"Reliability Contest, Heavy Trucks, Men  (discontinued)"
Badminton,"Singles, Men"
Badminton,"Doubles, Men"
Badminton,"Singles, Women"
Badminton,"Doubles, Women"
Badminton,"Doubles, Mixed"
Badminton,"Singles, Boys"
Badminton,"Singles, Girls"
Badminton,"Doubles, Mixed Youth"
Badminton,"Relay, Mixed Youth"
Ballooning (non-medal only),"Longest distance travelled (#1), Handicap, Open  (discontinued)"
Ballooning (non-medal only),"Longest distance travelled (#2), Handicap, Open  (discontinued)"
Ballooning (non-medal only),"Longest distance travelled (#3), Open  (discontinued)"
Ballooning (non-medal only),"Longest distance travelled (#4), Second Degree, Open  (discontinued)"
Ballooning (non-medal only),"Longest time travelled (#1), Handicap, Open  (discontinued)"
Ballooning (non-medal only),"Longest time travelled (#2), Handicap, Open  (discontinued)"
Ballooning (non-medal only),"Longest time travelled (#3), Open  (discontinued)"
Ballooning (non-medal only),"Longest time travelled (#4), Second Degree, Open  (discontinued)"
Ballooning (non-medal only),"Greatest height achieved (#1), Handicap, Open  (discontinued)"
Ballooning (non-medal only),"Greatest height achieved (#2), Handicap, Open  (discontinued)"
Ballooning (non-medal only),"Greatest height achieved (#3), Open  (discontinued)"
Ballooning (non-medal only),"Closest landing to target (#1), Open  (discontinued)"
Ballooning (non-medal only),"Closest landing to target (#2), Open  (discontinued)"
Ballooning (non-medal only),"Closest landing to target (#3), Combined, Open  (discontinued)"
Ballooning (non-medal only),"Closest landing to target (#3), Intermediate stop, Open  (discontinued)"
Ballooning (non-medal only),"Closest landing to target (#3), Final stop, Open  (discontinued)"
Ballooning (non-medal only),"Closest landing to target (#4), Self-selected target, Open  (discontinued)"
Ballooning (non-medal only),"Grand Prix de l'aéronautique, Open  (discontinued)"
Ballooning (non-medal only),"Balloon inflation, Open  (discontinued)"
Ballooning (non-medal only),"Ascension report, Single ascent, Open  (discontinued)"
Ballooning (non-medal only),"Ascension report, Combined, Open  (discontinued)"
Ballooning (non-medal only),"Best photograph, 9 September event, Open  (discontinued)"
Ballooning (non-medal only),"Best photograph, All events, Open  (discontinued)"
Ballooning (non-medal only),"Kites (large), Open  (discontinued)"
Ballooning (non-medal only),"Kites (medium), Open  (discontinued)"
Ballooning (non-medal only),"Kites (small), Open  (discontinued)"
Bandy (non-medal only),"Bandy, Men  (discontinued)"
Baseball,"Baseball, Men"
Basketball,"Basketball, Men"
Basketball,"Basketball, Women"
Basketball,"Basketball, Boys  (discontinued)"
Basque pelota,"Two-Man Teams With Cesta, Men  (discontinued)"
Basque pelota,"Two-Man Teams With Cesta, Professional, Men  (discontinued)"
Basque pelota,"Mano, Triples, Men  (discontinued)"
Basque pelota,"Mano, Doubles, Men  (discontinued)"
Basque pelota,"Mano, Singles, Men  (discontinued)"
Basque pelota,"Pala Corta, Doubles, Men  (discontinued)"
Basque pelota,"Paleta Cuero, Doubles, Men  (discontinued)"
Basque pelota,"Paleta Goma, Doubles, Men  (discontinued)"
Basque pelota,"Frontenis, Doubles, Men  (discontinued)"
Basque pelota,"Cesta Punta, Doubles, Men  (discontinued)"
Basque pelota,"Blé, Triples, Men  (discontinued)"
Basque pelota,"Pala, Doubles, Men  (discontinued)"
Basque pelota,"Cesta Punta, Triples, Men  (discontinued)"
Basque pelota,"Frontenis, Doubles, Women  (discontinued)"
Beach Handball,"Beach Handball, Boys"
Beach Handball,"Beach Handball, Girls"
Beach Volleyball,"Beach Volleyball, Men"
Beach Volleyball,"Beach Volleyball, Women"
Beach Volleyball,"Beach Volleyball, Boys"
Beach Volleyball,"Beach Volleyball, Girls"
Biathlon,"10 kilometres Sprint, Men"
Biathlon,"12.5 kilometres Pursuit, Men"
Biathlon,"15 kilometres Mass Start, Men"
Biathlon,"20 kilometres, Men"
Biathlon,"4 × 7.5 kilometres Relay, Men"
Biathlon,"7.5 kilometres Sprint, Women"
Biathlon,"10 kilometres Pursuit, Women"
Biathlon,"12.5 kilometres Mass Start, Women"
Biathlon,"15 kilometres, Women"
Biathlon,"4 × 6 kilometres Relay, Women"
Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed"
Biathlon,"7.5 kilometres Sprint, Boys"
Biathlon,"10 kilometres Pursuit, Boys"
Biathlon,"12.5 kilometres, Boys"
Biathlon,"6 kilometres Sprint, Girls"
Biathlon,"7.5 kilometres Pursuit, Girls"
Biathlon,"10 kilometres, Girls"
Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed Youth"
Biathlon,"6 and 7.5 kilometres Single Relay, Mixed Youth"
Biathlon,"3 × 7.5 kilometres Relay, Women  (discontinued)"
Biathlon,"4 × 7.5 kilometres Relay, Women  (discontinued)"
Bicycle Polo (non-medal only),"Bicycle Polo, Men  (discontinued)"
Bobsleigh,"Two, Men"
Bobsleigh,"Two, Women"
Bobsleigh,"Monobob, Women"
Bobsleigh,"Four, Open"
Bobsleigh,"Two, Boys"
Bobsleigh,"Monobob, Boys"
Bobsleigh,"Monobob, Girls"
Bobsleigh,"Two, Girls"
Bobsleigh,"Four, Men  (discontinued)"
Bobsleigh,"Four/Five, Men  (discontinued)"
Boules (non-medal only),"Jeu lyonnais, Quartets, Men  (discontinued)"
Boules (non-medal only),"Jeu de berges, Quartets, Men  (discontinued)"
Bowling (non-medal only),"Individual, Men  (discontinued)"
Bowling (non-medal only),"Individual, Women  (discontinued)"
Boxing,"Light-Flyweight, Men"
Boxing,"Flyweight, Men"
Boxing,"Bantamweight, Men"
Boxing,"Lightweight, Men"
Boxing,"Light-Welterweight, Men"
Boxing,"Welterweight, Men"
Boxing,"Middleweight, Men"
Boxing,"Light-Heavyweight, Men"
Boxing,"Heavyweight, Men"
Boxing,"Super-Heavyweight, Men"
Boxing,"Flyweight, Women"
Boxing,"Lightweight, Women"
Boxing,"Featherweight, Women"
Boxing,"Middleweight, Women"
Boxing,"Welterweight, Women"
Boxing,"Light-Flyweight, Boys"
Boxing,"Flyweight, Boys"
Boxing,"Bantamweight, Boys"
Boxing,"Featherweight, Boys"
Boxing,"Lightweight, Boys"
Boxing,"Light-Welterweight, Boys"
Boxing,"Welterweight, Boys"
Boxing,"Middleweight, Boys"
Boxing,"Light-Heavyweight, Boys"
Boxing,"Heavyweight, Boys"
Boxing,"Super-Heavyweight, Boys"
Boxing,"Flyweight, Girls"
Boxing,"Lightweight, Girls"
Boxing,"Featherweight, Girls"
Boxing,"Middleweight, Girls"
Boxing,"Featherweight, Men  (discontinued)"
Boxing,"Light-Middleweight, Men  (discontinued)"
Breaking,"Individual, Boys"
Breaking,"Individual, Girls"
Breaking,"Team, Mixed Youth"
Canne De Combat (non-medal only),"Canne de combat, Men  (discontinued)"
Canoe Marathon,"Kayak Singles, 10,000 metres, Men  (discontinued)"
Canoe Marathon,"Kayak Doubles, 10,000 metres, Men  (discontinued)"
Canoe Marathon,"Canadian Singles, 10,000 metres, Men  (discontinued)"
Canoe Marathon,"Canadian Doubles, 10,000 metres, Men  (discontinued)"
Canoe Marathon,"Folding Kayak Singles, 10,000 metres, Men  (discontinued)"
Canoe Marathon,"Folding Kayak Doubles, 10,000 metres, Men  (discontinued)"
Canoe Slalom,"Kayak Singles, Slalom, Men"
Canoe Slalom,"Canadian Singles, Slalom, Men"
Canoe Slalom,"Canadian Doubles, Slalom, Men"
Canoe Slalom,"Kayak Singles, Slalom, Women"
Canoe Slalom,"Canadian Singles, Slalom, Women"
Canoe Sprint,"Kayak Singles, 200 metres, Men"
Canoe Sprint,"Kayak Singles, 1,000 metres, Men"
Canoe Sprint,"Kayak Doubles, 200 metres, Men"
Canoe Sprint,"Kayak Doubles, 1,000 metres, Men"
Canoe Sprint,"Kayak Fours, 500 metres, Men"
Canoe Sprint,"Kayak Fours, 1,000 metres, Men"
Canoe Sprint,"Canadian Singles, 200 metres, Men"
Canoe Sprint,"Canadian Singles, 1,000 metres, Men"
Canoe Sprint,"Canadian Doubles, 1,000 metres, Men"
Canoe Sprint,"Kayak Singles, 200 metres, Women"
Canoe Sprint,"Kayak Singles, 500 metres, Women"
Canoe Sprint,"Kayak Doubles, 500 metres, Women"
Canoe Sprint,"Kayak Fours, 500 metres, Women"
Canoe Sprint,"Canadian Singles, 200 metres, Women"
Canoe Sprint,"Canadian Doubles, 500 metres, Women"
Canoe Sprint,"Kayak Singles, Obstacle Slalom, Boys"
Canoe Sprint,"Kayak Singles, Head to Head, Boys"
Canoe Sprint,"Canoe Singles, Obstacle Slalom, Boys"
Canoe Sprint,"Canoe Singles, Head to Head, Boys"
Canoe Sprint,"Kayak Singles, Obstacle Slalom, Girls"
Canoe Sprint,"Kayak Singles, Head to Head, Girls"
Canoe Sprint,"Canoe Singles, Head to Head, Girls"
Canoe Sprint,"Canoe Singles, Obstacle Slalom, Girls"
Canoe Sprint,"Kayak Singles, 500 metres, Men  (discontinued)"
Canoe Sprint,"Kayak Doubles, 500 metres, Men  (discontinued)"
Canoe Sprint,"Kayak Relay, 4 × 500 metres, Men  (discontinued)"
Canoe Sprint,"Canadian Singles, 500 metres, Men  (discontinued)"
Canoe Sprint,"Canadian Doubles, 500 metres, Men  (discontinued)"
Canoe Sprint,"Kayak Singles, 800 metres, Men  (discontinued)"
Canoe Sprint,"Kayak Doubles, 800 metres, Men  (discontinued)"
Canoe Sprint,"Kayak Fours, 800 metres, Men  (discontinued)"
Canoe Sprint,"Canadian Singles, 800 metres, Men  (discontinued)"
Canoe Sprint,"Canadian Doubles, 800 metres, Men  (discontinued)"
Canoe Sprint,"Canadian Fours, 800 metres, Men  (discontinued)"
Cricket,"Cricket, Men  (discontinued)"
Croquet,"Singles, Two Balls, Handicap, Men  (discontinued)"
Croquet,"Singles, One Ball, Open  (discontinued)"
Croquet,"Singles, Two Balls, Open  (discontinued)"
Croquet,"Doubles, Open  (discontinued)"
Cross Country Skiing,"Sprint, Men"
Cross Country Skiing,"15 kilometres, Men"
Cross Country Skiing,"50 kilometres, Men"
Cross Country Skiing,"30 kilometres Skiathlon, Men"
Cross Country Skiing,"4 × 10 kilometres Relay, Men"
Cross Country Skiing,"Team Sprint, Men"
Cross Country Skiing,"Sprint, Women"
Cross Country Skiing,"10 kilometres, Women"
Cross Country Skiing,"30 kilometres, Women"
Cross Country Skiing,"15 kilometres Skiathlon, Women"
Cross Country Skiing,"4 × 5 kilometres Relay, Women"
Cross Country Skiing,"Team Sprint, Women"
Cross Country Skiing,"Sprint, Boys"
Cross Country Skiing,"10 kilometres, Boys"
Cross Country Skiing,"Cross, Boys"
Cross Country Skiing,"7.5 kilometres, Boys"
Cross Country Skiing,"Sprint, Girls"
Cross Country Skiing,"5 kilometres, Girls"
Cross Country Skiing,"Cross, Girls"
Cross Country Skiing,"7.5 kilometres, Girls"
Cross Country Skiing,"4 × 5 km relay, Mixed Youth"
Cross Country Skiing,"10 kilometres, Men  (discontinued)"
Cross Country Skiing,"18 kilometres, Men  (discontinued)"
Cross Country Skiing,"30 kilometres, Men  (discontinued)"
Cross Country Skiing,"10/10 kilometres Pursuit, Men  (discontinued)"
Cross Country Skiing,"10/15 kilometres Pursuit, Men  (discontinued)"
Cross Country Skiing,"5 kilometres, B1, Men  (discontinued)"
Cross Country Skiing,"5 kilometres, Women  (discontinued)"
Cross Country Skiing,"15 kilometres, Women  (discontinued)"
Cross Country Skiing,"20 kilometres, Women  (discontinued)"
Cross Country Skiing,"5/5 kilometres Pursuit, Women  (discontinued)"
Cross Country Skiing,"5/10 kilometres Pursuit, Women  (discontinued)"
Cross Country Skiing,"3 × 5 kilometres Relay, Women  (discontinued)"
Cross Country Skiing,"5 kilometres, B1, Women  (discontinued)"
Curling,"Curling, Men"
Curling,"Curling, Women"
Curling,"Mixed Doubles, Mixed"
Curling,"Doubles, Mixed Youth"
Curling,"Curling, Mixed Youth"
Cycling BMX Freestyle,"Park, Men"
Cycling BMX Freestyle,"Park, Women"
Cycling BMX Freestyle,"Team, Mixed Youth"
Cycling BMX Racing,"BMX, Men"
Cycling BMX Racing,"BMX, Women"
Cycling BMX Racing,"Team, Mixed Youth"
Cycling Mountain Bike,"Cross-Country, Men"
Cycling Mountain Bike,"Cross-Country, Women"
Cycling Road,"Road Race, Individual, Men"
Cycling Road,"Individual Time Trial, Men"
Cycling Road,"Road Race, Individual, Women"
Cycling Road,"Individual Time Trial, Women"
Cycling Road,"Combined Team, Boys"
Cycling Road,"Combined Team, Girls"
Cycling Road,"Combined Team, Mixed Youth"
Cycling Road,"Relay, Mixed Youth"
Cycling Road,"Road Race, Team, Men  (discontinued)"
Cycling Road,"100 kilometres Team Time Trial, Men  (discontinued)"
Cycling Track,"Sprint, Men"
Cycling Track,"Keirin, Men"
Cycling Track,"Team Sprint, Men"
Cycling Track,"Team Pursuit, 4,000 metres, Men"
Cycling Track,"Omnium, Men"
Cycling Track,"Sprint, Women"
Cycling Track,"Keirin, Women"
Cycling Track,"Team Sprint, Women"
Cycling Track,"Team Pursuit, Women"
Cycling Track,"Omnium, Women"
Cycling Track,"Madison, Women"
Cycling Track,"333⅓ metres Time Trial, Men  (discontinued)"
Cycling Track,"1,000 metres Time Trial, Men  (discontinued)"
Cycling Track,"Tandem Sprint, 2,000 metres, Men  (discontinued)"
Cycling Track,"Individual Pursuit, 4,000 metres, Men  (discontinued)"
Cycling Track,"Team Pursuit, 1,980 yards, Men  (discontinued)"
Cycling Track,"Points Race, Men  (discontinued)"
Cycling Track,"Madison, Men  (discontinued)"
Cycling Track,"¼ mile, Men  (discontinued)"
Cycling Track,"⅓ mile, Men  (discontinued)"
Cycling Track,"½ mile, Men  (discontinued)"
Cycling Track,"1 mile, Men  (discontinued)"
Cycling Track,"1 mile, Motorcycle, Men  (discontinued)"
Cycling Track,"2 miles, Men  (discontinued)"
Cycling Track,"5,000 metres, Men  (discontinued)"
Cycling Track,"5 miles, Men  (discontinued)"
Cycling Track,"10,000 metres, Men  (discontinued)"
Cycling Track,"20 kilometres, Men  (discontinued)"
Cycling Track,"25 kilometres, Men  (discontinued)"
Cycling Track,"25 miles, Men  (discontinued)"
Cycling Track,"50 kilometres, Men  (discontinued)"
Cycling Track,"100 kilometres, Men  (discontinued)"
Cycling Track,"12-Hours Race, Men  (discontinued)"
Cycling Track,"1 mile, Novice, Men  (discontinued)"
Cycling Track,"½ mile, Handicap, Men  (discontinued)"
Cycling Track,"1 mile, Handicap, Men  (discontinued)"
Cycling Track,"5 miles, Handicap, Men  (discontinued)"
Cycling Track,"Sprint, Professionals, Men  (discontinued)"
Cycling Track,"Tandem Sprint, Professionals, Men  (discontinued)"
Cycling Track,"Team Sprint, Professionals, Men  (discontinued)"
Cycling Track,"Points Race, Professionals, Men  (discontinued)"
Cycling Track,"⅓ mile, Professionals, Men  (discontinued)"
Cycling Track,"½ mile, Professionals, Men  (discontinued)"
Cycling Track,"⅔ mile, Professionals, Men  (discontinued)"
Cycling Track,"1 mile, Professionals, Men  (discontinued)"
Cycling Track,"50 kilometres, Professionals, Men  (discontinued)"
Cycling Track,"100 kilometres, Professionals, Men  (discontinued)"
Cycling Track,"100 miles, Professionals, Men  (discontinued)"
Cycling Track,"24-Hours Race, Professionals, Men  (discontinued)"
Cycling Track,"3,000 metres, Handicap, Professionals, Men  (discontinued)"
Cycling Track,"25 kilometres Motor-paced, Professionals, Men  (discontinued)"
Cycling Track,"National Team Sprint, Professionals, Men  (discontinued)"
Cycling Track,"Australian Team Pursuit, Professionals, Men  (discontinued)"
Cycling Track,"½ mile, Handicap, Professionals, Men  (discontinued)"
Cycling Track,"1 mile, Handicap, Professionals, Men  (discontinued)"
Cycling Track,"2 miles, Handicap, Professionals, Men  (discontinued)"
Cycling Track,"500 metres Time Trial, Women  (discontinued)"
Cycling Track,"Individual Pursuit, Women  (discontinued)"
Cycling Track,"Points Race, Women  (discontinued)"
Diving,"Springboard, Men"
Diving,"Platform, Men"
Diving,"Synchronized Springboard, Men"
Diving,"Synchronized Platform, Men"
Diving,"Springboard, Women"
Diving,"Platform, Women"
Diving,"Synchronized Springboard, Women"
Diving,"Synchronized Platform, Women"
Diving,"Springboard, Boys"
Diving,"Platform, Boys"
Diving,"Springboard, Girls"
Diving,"Platform, Girls"
Diving,"Team, Mixed Youth"
Diving,"Plain High, Men  (discontinued)"
Diving,"Plain High, Women  (discontinued)"
Dogsled Racing (non-medal only),"Dog Sled Racing, Open  (discontinued)"
Equestrian Dressage,"Individual, Open"
Equestrian Dressage,"Team, Open"
Equestrian Dressage,"Individual, Men  (discontinued)"
Equestrian Dressage,"Team, Men  (discontinued)"
Equestrian Dressage,"Hacks and Hunter Combined, Open  (discontinued)"
Equestrian Driving,"Four-In-Hand Competition, Open  (discontinued)"
Equestrian Eventing,"Individual, Open"
Equestrian Eventing,"Team, Open"
Equestrian Eventing,"Individual, Men  (discontinued)"
Equestrian Eventing,"Team, Men  (discontinued)"
Equestrian Jumping,"Individual, Open"
Equestrian Jumping,"Team, Open"
Equestrian Jumping,"Individual, Open Youth"
Equestrian Jumping,"Team, Open Youth"
Equestrian Jumping,"Individual, Men  (discontinued)"
Equestrian Jumping,"Team, Men  (discontinued)"
Equestrian Jumping,"Long Jump, Open  (discontinued)"
Equestrian Jumping,"High Jump, Open  (discontinued)"
Equestrian Vaulting,"Individual, Men  (discontinued)"
Equestrian Vaulting,"Team, Men  (discontinued)"
Fencing,"Foil, Individual, Men"
Fencing,"Foil, Team, Men"
Fencing,"Épée, Individual, Men"
Fencing,"Épée, Team, Men"
Fencing,"Sabre, Individual, Men"
Fencing,"Sabre, Team, Men"
Fencing,"Foil, Individual, Women"
Fencing,"Foil, Team, Women"
Fencing,"Épée, Individual, Women"
Fencing,"Épée, Team, Women"
Fencing,"Sabre, Individual, Women"
Fencing,"Sabre, Team, Women"
Fencing,"Foil, Individual, Boys"
Fencing,"Épée, Individual, Boys"
Fencing,"Sabre, Individual, Boys"
Fencing,"Foil, Individual, Girls"
Fencing,"Épée, Individual, Girls"
Fencing,"Sabre, Individual, Girls"
Fencing,"Mixed Weapon, Team, Mixed Youth"
Fencing,"Foil, Masters, Individual, Men  (discontinued)"
Fencing,"Épée, Masters, Individual, Men  (discontinued)"
Fencing,"Épée, Masters and Amateurs, Individual, Men  (discontinued)"
Fencing,"Sabre, Masters, Individual, Men  (discontinued)"
Fencing,"Sabre, Individual, Three Hits, Men  (discontinued)"
Fencing,"Single Sticks, Individual, Men  (discontinued)"
Fencing,"Foil, Individual, Open  (discontinued)"
Figure Skating,"Singles, Men"
Figure Skating,"Singles, Women"
Figure Skating,"Pairs, Mixed"
Figure Skating,"Ice Dancing, Mixed"
Figure Skating,"Team, Mixed"
Figure Skating,"Singles, Boys"
Figure Skating,"Singles, Girls"
Figure Skating,"Pairs, Mixed Youth"
Figure Skating,"Ice Dancing, Mixed Youth"
Figure Skating,"Team, Mixed Youth"
Figure Skating,"Special Figures, Men  (discontinued)"
Firefighting (non-medal only),"Maneuvering, National, Men  (discontinued)"
Firefighting (non-medal only),"Maneuvering, International, Volunteer Firefighters, Men  (discontinued)"
Firefighting (non-medal only),"Maneuvering, International, Professional Firefighters, Men  (discontinued)"
Firefighting (non-medal only),"Maneuvering, International, British Firefighters, Men  (discontinued)"
Fishing (non-medal only),"Concours d'honneur, Men  (discontinued)"
Football,"Football, Men"
Football,"Football, Women"
Football,"Football, Boys"
Football,"Football, Girls"
Freestyle Skiing,"Moguls, Men"
Freestyle Skiing,"Aerials, Men"
Freestyle Skiing,"Ski Cross, Men"
Freestyle Skiing,"Halfpipe, Men"
Freestyle Skiing,"Slopestyle, Men"
Freestyle Skiing,"Big Air, Men"
Freestyle Skiing,"Moguls, Women"
Freestyle Skiing,"Aerials, Women"
Freestyle Skiing,"Ski Cross, Women"
Freestyle Skiing,"Halfpipe, Women"
Freestyle Skiing,"Slopestyle, Women"
Freestyle Skiing,"Big Air, Women"
Freestyle Skiing,"Team Aerials, Mixed"
Freestyle Skiing,"Ski Cross, Boys"
Freestyle Skiing,"Halfpipe, Boys"
Freestyle Skiing,"Slopestyle, Boys"
Freestyle Skiing,"Big Air, Boys"
Freestyle Skiing,"Dual Moguls, Boys"
Freestyle Skiing,"Ski Cross, Girls"
Freestyle Skiing,"Halfpipe, Girls"
Freestyle Skiing,"Slopestyle, Girls"
Freestyle Skiing,"Big Air, Girls"
Freestyle Skiing,"Dual Moguls, Girls"
Freestyle Skiing,"Team Cross, Mixed Youth"
Freestyle Skiing,"Dual Moguls, Team, Mixed Youth"
Freestyle Skiing,"Ballet, Men  (discontinued)"
Freestyle Skiing,"Ballet, Women  (discontinued)"
Futsal,"Futsal, Boys"
Futsal,"Futsal, Girls"
Gaelic Football (non-medal only),"Gaelic Football, Men  (discontinued)"
Gliding (non-medal only),"Gliding, Open  (discontinued)"
Glíma (non-medal only),"Glíma, Men  (discontinued)"
Golf,"Individual, Men"
Golf,"Individual, Women"
Golf,"Individual, Boys"
Golf,"Individual, Girls"
Golf,"Team, Mixed Youth"
Golf,"Driving Contest, Men  (discontinued)"
Golf,"Putting Contest, Men  (discontinued)"
Golf,"Team, Men  (discontinued)"
Golf,"Individual, Handicap, Men  (discontinued)"
Golf,"Individual, Professional, Men  (discontinued)"
Gotland Sports (non-medal only),"Pärkspel, Men  (discontinued)"
Gotland Sports (non-medal only),"Varpastning, Men  (discontinued)"
Gotland Sports (non-medal only),"Stångstörtning, Men  (discontinued)"
Handball,"Handball, Men"
Handball,"Handball, Women"
Handball,"Handball, Boys"
Handball,"Handball, Girls"
Hockey,"Hockey, Men"
Hockey,"Hockey, Women"
Hockey,"Hockey, Boys"
Hockey,"Hockey, Girls"
Hockey 5s,"Hockey 5s, Boys"
Hockey 5s,"Hockey 5s, Girls"
Hurling (non-medal only),"Hurling, Men  (discontinued)"
Ice Hockey,"Ice Hockey, Men"
Ice Hockey,"Ice Hockey, Women"
Ice Hockey,"Ice Hockey, Boys"
Ice Hockey,"Skills Challenge, Boys"
Ice Hockey,"Ice Hockey, Girls"
Ice Hockey,"Skills Challenge, Girls"
Ice Hockey,"Ice Hockey Exhibition, Men  (discontinued)"
Ice Stock Sport (non-medal only),"Target Shooting, Men  (discontinued)"
Ice Stock Sport (non-medal only),"Distance Shooting, Men  (discontinued)"
Ice Stock Sport (non-medal only),"Team, Men  (discontinued)"
Ice Stock Sport (non-medal only),"Target Shooting, Women  (discontinued)"
Ice Stock Sport (non-medal only),"Team, Women  (discontinued)"
Jeu De Paume,"Singles, Men  (discontinued)"
Judo,"Extra-Lightweight, Men"
Judo,"Half-Lightweight, Men"
Judo,"Lightweight, Men"
Judo,"Half-Middleweight, Men"
Judo,"Middleweight, Men"
Judo,"Half-Heavyweight, Men"
Judo,"Heavyweight, Men"
Judo,"Extra-Lightweight, Women"
Judo,"Half-Lightweight, Women"
Judo,"Lightweight, Women"
Judo,"Half-Middleweight, Women"
Judo,"Middleweight, Women"
Judo,"Half-Heavyweight, Women"
Judo,"Heavyweight, Women"
Judo,"Team, Mixed"
Judo,"≤55 kilograms, Boys"
Judo,"≤66 kilograms, Boys"
Judo,"≤81 kilograms, Boys"
Judo,"≤100 kilograms, Boys"
Judo,"≤44 kilograms, Girls"
Judo,"≤52 kilograms, Girls"
Judo,"≤63 kilograms, Girls"
Judo,"≤78 kilograms, Girls"
Judo,"Team, Mixed Youth"
Judo,"Open Class, Men  (discontinued)"
Kaatsen (non-medal only),"Kaatsen, Men  (discontinued)"
Karate,"Kata, Men"
Karate,"Kumite, ≤67 kg, Men"
Karate,"Kumite, ≤75 kg, Men"
Karate,"Kumite, >75 kg, Men"
Karate,"Kata, Women"
Karate,"Kumite, ≤55 kg, Women"
Karate,"Kumite, ≤61 kg, Women"
Karate,"Kumite, >61 kg, Women"
Karate,"Kumite, ≤61 kilograms, Boys"
Karate,"Kumite, ≤68 kilograms, Boys"
Karate,"Kumite, >68 kilograms, Boys"
Karate,"Kumite, ≤53 kilograms, Girls"
Karate,"Kumite, ≤59 kilograms, Girls"
Karate,"Kumite, >59 kilograms, Girls"
Kendo (non-medal only),"Embusen, Open  (discontinued)"
Kendo (non-medal only),"Renshu, Open  (discontinued)"
Kendo (non-medal only),"Shiai - Red-White, Open  (discontinued)"
Kendo (non-medal only),"Shiai - East-West, Open  (discontinued)"
Korfball (non-medal only),"Korfball, Mixed  (discontinued)"
Kyudo (non-medal only),"Unknown Event, Men  (discontinued)"
Lacrosse,"Lacrosse, Men  (discontinued)"
Lifesaving (non-medal only),"Competition for First Aid to Civilians and the Military, Men  (discontinued)"
Lifesaving (non-medal only),"300 metres with Current Rise of 50 metres with Manikin, Men  (discontinued)"
Lifesaving (non-medal only),"200 metres in Swim Outfit with Current Rise of 50 metres with Manikin, Men  (discontinued)"
Lifesaving (non-medal only),"Rapid Removal of a Manikin from Middle Distance, Men  (discontinued)"
Lifesaving (non-medal only),"Rapid Removal of a Manikin from Long Distance, Men  (discontinued)"
Lifesaving (non-medal only),"Flat Boats with One Rower, Men  (discontinued)"
Lifesaving (non-medal only),"Unsinkable Boats, Men  (discontinued)"
Lifesaving (non-medal only),"Retrieval by Hook, Men  (discontinued)"
Lifesaving (non-medal only),"Sculling Companies, Men  (discontinued)"
Lifesaving (non-medal only),"Sculling, Amateurs, Men  (discontinued)"
Longue Paume (non-medal only),"Partie à enlever, Men  (discontinued)"
Longue Paume (non-medal only),"Partie à terrer, Men  (discontinued)"
Luge,"Singles, Men"
Luge,"Singles, Women"
Luge,"Team Relay, Mixed"
Luge,"Doubles, Open"
Luge,"Singles, Boys"
Luge,"Doubles, Boys"
Luge,"Singles, Girls"
Luge,"Doubles, Girls"
Luge,"Team Relay, Mixed Youth"
Luge,"Doubles, Open Youth  (discontinued)"
Marathon Swimming,"10 kilometres Open Water, Men"
Marathon Swimming,"10 kilometres Open Water, Women"
Military Exercise (non-medal only),"Overall, Men  (discontinued)"
Military Exercise (non-medal only),"Preparatory Military Training, Group A, Men  (discontinued)"
Military Exercise (non-medal only),"Preparatory Military Training, Group B, Men  (discontinued)"
Military Exercise (non-medal only),"Preparatory Military Training, Group C, Men  (discontinued)"
Military Exercise (non-medal only),"Preparatory Military Training, Group D, Men  (discontinued)"
Military Exercise (non-medal only),"Complementary Military Training, Men  (discontinued)"
Military Exercise (non-medal only),"Free Exercise, Group A, Men  (discontinued)"
Military Exercise (non-medal only),"Free Exercise, Group B, Men  (discontinued)"
Military Exercise (non-medal only),"Free Exercise, Group C, Men  (discontinued)"
Military Exercise (non-medal only),"Overall, Schools, Men  (discontinued)"
Military Ski Patrol,"Military Ski Patrol, Men  (discontinued)"
Mixed Sports,"Multidiscipline Gymnastics, Team, Mixed Youth"
Mixed Sports,"Cross-Country / Biathlon Relay, Mixed Youth"
Mixed Sports,"Cross-Country Skiing / Ski Jumping / Nordic Combined Team, Mixed Youth"
Mixed Sports,"Freestyle/Snowboard Relay, Mixed Youth"
Modern Pentathlon,"Individual, Men"
Modern Pentathlon,"Individual, Women"
Modern Pentathlon,"Individual, Boys"
Modern Pentathlon,"Individual, Girls"
Modern Pentathlon,"Relay, Mixed Youth"
Modern Pentathlon,"Team, Men  (discontinued)"
Motorboating,"Speed, < 6.5 m, Men  (discontinued)"
Motorboating,"Speed, 6.5-8 m, Men  (discontinued)"
Motorboating,"Speed, 8-10 m, Men  (discontinued)"
Motorboating,"Speed, 10-15 m, Men  (discontinued)"
Motorboating,"Endurance, <6.5 m, Men  (discontinued)"
Motorboating,"Endurance, 6.5-8 m, Men  (discontinued)"
